DATE,TIME,AUTHOR,COPY,ASSETS
"Tuesday, September 22nd, 2015",16:53,me,"Spent the majority of my day going through the Think Dirty app. Research has shown that a big cause of breast cancer is toxic chemicals (carcinogenics, environmental toxins) in our daily products-- our beauty products being one of them. ",
"Tuesday, September 22nd, 2015",16:53,me,I heard that the founder of Think Dirty made the app as a result of her mother's cancer diagnosis.,
"Tuesday, September 22nd, 2015",16:53,positive,"<a href=""http://www.thinkdirtyapp.com/"">App here. </a>Crazy inspiring. I love it when people are able to take a horrible situation and spin it into something that's not only positive, but doing wonderful things for the world to prevent others from facing the same fate.",
"Tuesday, September 22nd, 2015",16:53,me,Looks like I'll be spending a lot of $$$ on Amazon...,
"Tuesday, September 22nd, 2015",16:53,positive,"Shame to be getting rid of most of my makeup, but take it as an investment -- healthcare is way more expensive than a few extra bucks for new products. ",
"Thursday, September 24th, 2015",10:08,me,"........oooooook. Just touched my hair and a handful just came out.

…that’s definitely not a normal amount.",
"Thursday, September 24th, 2015",10:08,negative,Oh my god don't touch it.,
"Thursday, September 24th, 2015",10:08,me,"Two weeks later, right on the dot.",
"Thursday, September 24th, 2015",10:08,negative,"Damn, I was so close. I was just thinking about how my hair looked so great yesterday. ",
"Thursday, September 24th, 2015",10:08,positive,GANDHI. GANDHI. GANDHI GANDHI GANDHI GANDHI.,
"Thursday, September 24th, 2015",10:08,negative,fuuuuuuuuuckkkkkkkkk.,
"Saturday, September 26th, 2015",10:31,me,"So much hair fell out today. It reminds me of the last scene in I Know What You Did Last Summer, when she wakes up and sees her pillowcase full of her hair and screams. I used to laugh and say ""Uhhh that doesn't seem so bad for a horror movie.""",
"Saturday, September 26th, 2015",10:31,negative,Nooowwww you knoowwwww,
"Saturday, September 26th, 2015",10:31,negative,Don't underestimate that shit.,
"Saturday, September 26th, 2015",10:31,positive,"Honestly, I'm surprised I still look normal. Shows you just how much hair I had to begin with. Jeezus.",
"Saturday, September 26th, 2015",10:31,negative,"Took that for granted, didn't you?",
"Saturday, September 26th, 2015",10:32,me,Meh. That's what friends are for. ,
"Saturday, September 26th, 2015",10:32,positive,Game night definitely solidified that. I have an amazing support group of awesome friends. Liz got me a gorgeous purple princess wig and a spiky silver one to get me ready for the inevitable. ,
"Saturday, September 26th, 2015",10:32,positive,"<img src=""img/wigs.jpg""></img>",
"Saturday, September 26th, 2015",10:32,positive,And the group also made me face masks!,
"Saturday, September 26th, 2015",10:32,positive,"<img src=""img/masks.jpg""></img>",
"Saturday, September 26th, 2015",10:32,positive,Awesome to have creative friends who help make the best out of situations. :) ,
"Saturday, September 26th, 2015",10:32,me,"Everytime I touch my hair, a handful comes out.",
"Saturday, September 26th, 2015",10:32,me,"<img src=""img/hur.jpg""></img>",
"Saturday, September 26th, 2015",10:32,positive,"Sometimes, in situations like these, there's nothing you can do but laugh.",
"Sunday, September 27th, 2015",10:54,positive,I received the cutest thing in the mail. Just. So cute.,
"Sunday, September 27th, 2015",10:54,positive,"<img src=""img/azzam.jpg""></img>",
"Sunday, September 27th, 2015",10:54,positive,"Ms. Azzam (who's crazy nice son helped me with Texting with Cancer) had her adorable 2nd grade class design face masks for me to wear. There's such a sense of pure love and care in each one (drawn with scented markers, too!)...and the letter made me feel so warm and cared for. How sweet. :) ",
"Sunday, September 27th, 2015",10:54,positive,"Kids are so great. Especially because they wrote ""We got to make you masks instead of doing schoolwork."" ",
"Sunday, September 27th, 2015",10:54,positive,Bahahahaha. I love kids.,
"Monday, September 28th, 2015",17:05,me,Oh my god. So much hair. Just. So much hair is coming out. I think it's time to shave it tonight.,
"Monday, September 28th, 2015",17:05,me,"You know, I always thought that when it was time to shave my hair, I'd cry my eyes out and find it to be the most difficult thing to do.",
"Monday, September 28th, 2015",17:05,negative,As if being bald is the 'symbol' of being a cancer patient.,
"Monday, September 28th, 2015",17:05,me,But I get why people shave it off now.,
"Monday, September 28th, 2015",17:05,me,BECAUSE HAVING IT SHED EVERYWHERE IS SO GODDAMN ANNOYING. AND ITCHY. AHHH.,
"Monday, September 28th, 2015",17:05,positive,"Oh man it's going to be so weird being bald. How cool is it that you get to experience it without the social pressure? ""Yo, you laughin' at me because I'm bald? WELL I HAVE CANCER. FEEL BAD NOW, DON'T YOU?""",
"Monday, September 28th, 2015",17:05,positive,I can't wait to feel my head. ,
"Monday, September 28th, 2015",17:05,me,It's HAPPENING!,
"Monday, September 28th, 2015",17:05,positive,"Wow, right when I was about to tear up the doorbell rang. Great timing, UPS. ",
"Monday, September 28th, 2015",17:05,positive,"The IT team from 72 sent me a care package. Leave it to IT to know just what I love. DVDs of fun movies and, of course, a massive lego set for A BATMOBILE.",
"Monday, September 28th, 2015",17:05,positive,"<img src=""img/batmobile.jpg""></img>",
"Monday, September 28th, 2015",17:05,positive,T_T Oh I love it so much. I'm so moved I'm going to wear this Batmobile on my head. Baldness has NOTHING ON ME. LET'S SHAVE THIS SHIT. ,
"Tuesday, September 29th, 2015",20:22,me,"<img src=""img/mohawk1.jpg""></img>",
"Tuesday, September 29th, 2015",20:22,positive,"I don't know where I'd be without these ladies. We did a live Snapchat feed and tried to do as many hairstyles as possible. Skrillex, bowl cut with an actual bowl, Sia...oh god it was so much fun. ",
"Tuesday, September 29th, 2015",20:22,positive,"I thought I'd cry from losing my hair, but cutting it in crazy shapes felt oddly empowering. I was taking control of my situation, and not only that...I realized I look pretty darn cute with short hair. ",
"Tuesday, September 29th, 2015",20:22,positive,AND A MOHAWK.,
"Tuesday, September 29th, 2015",20:22,positive,"<img src=""img/mohawk.jpg""></img>",
"Tuesday, September 29th, 2015",20:22,me,#janellemonae,
"Tuesday, September 29th, 2015",20:22,me,Baller. Saving this for chemo. ,
"Tuesday, September 29th, 2015",20:22,me,"We were so exhausted from laughing so hard, my mom said ""How is it that your tragedy can turn into so much fun?""",
"Tuesday, September 29th, 2015",20:22,positive,"Welcome to the life of Natalie Sun, yo. ",
"Thursday, October 1st, 2015",9:48,me,STOP...chemo time. ,
"Thursday, October 1st, 2015",9:48,me,People say the first dose is always the best. ,
"Thursday, October 1st, 2015",9:48,negative,"I thought it was because your body is weaker, and I'm sure that's partially the reason. 

But I think a big part is because with the first dose, you don’t know what to expect. Now, I just know I’m injecting poison into my body. It’s never fun to walk yourself into the hospital, knowing that the thing you’re going in for will put you in pain.",
"Thursday, October 1st, 2015",9:48,positive,So that's why you party with friends the night before. Always makes it better. :) ,
"Thursday, October 1st, 2015",9:48,positive,"Plus, the nurses are pretty great.",
"Thursday, October 1st, 2015",18:43,me,"<img src=""img/purplewig.jpg""></img>",
"Thursday, October 1st, 2015",18:43,me,I'm getting used to this wig thing.,
"Thursday, October 1st, 2015",18:43,positive,The best of cousins get you a Batman snuggie and matching Batmobile slippers to build your LEGO Batmobile.,
"Sunday, October 4th, 2015",12:15,me,"Lucky mom and dad knew what to prepare me for this round, so the stomachaches aren't as bad.",
"Sunday, October 4th, 2015",12:15,negative,"Still, the spiral of depression that chemo puts you into is not fun.",
"Sunday, October 4th, 2015",12:15,negative,"Everytime I think about how bald I am, I want to puke.",
"Sunday, October 4th, 2015",12:15,negative,"Actually, everytime I do anything I want to puke.",
"Sunday, October 4th, 2015",12:15,positive,"Come on, depression is a phase.",
"Sunday, October 4th, 2015",12:15,negative,Idon'twannadoanythingggggggggggg,
"Sunday, October 4th, 2015",12:15,negative,bbbllllaaaaahhhhhhhhhhhhhh this bed is not comfortable. This pillow isn't comfortable. Nothing is comfortable. I hate everything. ,
"Sunday, October 4th, 2015",12:15,me,Stop it.,
"Sunday, October 4th, 2015",12:15,negative,I hate chemo. I hate chemo. I hate chemo. I hate chemo. I hate chemo. ,
"Sunday, October 4th, 2015",12:15,negative,I don't want to do chemo anymore. Please make it stop. Please. ,
"Wednesday, October 7th, 2015",21:59,negative,"You know what never fucking gets old?

Me, apparently, because people keep REMINDING me about how YOUNG I am to have cancer.",
"Wednesday, October 7th, 2015",21:59,negative,Like I would have forgotten.,
"Wednesday, October 7th, 2015",21:59,me,"Rewatching 50/50 was really emotionally cathartic. It's the only movie I've watched so far that fully portrays what it feels like emotionally and physically going through chemo. I lost it when he started crying to his mom before having anesthesia -- the feeling I had when I went to my first round of chemo, but was afraid to express.",
"Wednesday, October 7th, 2015",21:59,positive,"Despite being a movie, it's nice to know it was written by a guy based on his own experience. Real stories like that make it feel like I'm not alone, emotionally. It feels like I'm not the only one feeling like all of this is unfair, painful, stupid.",
"Wednesday, October 7th, 2015",21:59,negative,You know what else you should be thankful for?,
"Wednesday, October 7th, 2015",21:59,negative,The fact that you didn't have a boyfriend when you went through this shit. Daaaaamn. Can you imagine? The girlfriend in that movie was a bieeeetch. ,
"Wednesday, October 7th, 2015",21:59,me,...I can't decide if that's a positive or negative thought. :| ,
"Thursday, October 8th, 2015",10:33,me,If 1 out of 3 women are diagnosed with breast cancer...I wonder how many celebrities have had (or have) breast cancer.,
"Thursday, October 8th, 2015",10:33,me,"My mom said, ""That's why celebrities disappear for months or year at a time and resurface. It's often health issues.""",
"Thursday, October 8th, 2015",10:33,me,"It was just made public that Selena Gomez has lupus, and has been undergoing chemo. Poor thing. ",
"Thursday, October 8th, 2015",10:33,me,"I can't imagine being that public...and she's even younger than me. Handling the press, the backlash, horrible teenagers, trolls. I can't even imagine what she's going through ON TOP of chemo. ",
"Sunday, October 11th, 2015",12:27,me,"Kind of crazy how resilient the human mind is. Despite the pain and depression I had to endure, once I'm feeling 'normal', it's like it never even happened",
"Sunday, October 11th, 2015",12:27,positive,"Well, you experience a new low when you're in so much pain/depression that your mom is walking you to the kitchen to eat some pot brownies.",
"Sunday, October 11th, 2015",12:27,positive,Which definitely happened last week. And is fucking hilarious.,
"Sunday, October 11th, 2015",12:27,negative,I didn't even get high. Laaaaame.,
"Monday, October 12th, 2015",16:44,me,"Sooo mom's been doing some research. She told me since abnormal hormones were contributing to to the growth of my tumor, according to research, eating a vegan diet (no dairy) has been shown to prevent and sometimes reverse breast and prostate cancer.",
"Monday, October 12th, 2015",16:44,me,"Then she looked me dead in the eye and said ""...so...at least until treatment is over...you have to eat a vegan diet.""",
"Monday, October 12th, 2015",16:44,negative,....,
"Monday, October 12th, 2015",16:44,negative,soo....you might as well die.,
"Monday, October 12th, 2015",16:44,negative,"THAT'S EVERYTHING GOOD. No smoothies. No ice cream. No CHEESE. NO CHEESE?! WHY, LIFE, WHY?!",
"Monday, October 12th, 2015",16:44,negative,FML FML FML FML.,
"Monday, October 12th, 2015",16:44,positive,"Oh calm down, you baby.",
"Monday, October 12th, 2015",16:44,positive,"This was how you reacted when you chose to take out soda and fast food from your life. Remember that year? After that year, you didn't want any of it anymore.",
"Monday, October 12th, 2015",16:44,negative,IT'S NOT THE SAAAAAAME,
"Monday, October 12th, 2015",16:44,positive,Do you like dairy and meat so much that you're willing to go through more chemo?,
"Monday, October 12th, 2015",16:44,negative,...,
"Monday, October 12th, 2015",16:44,me,Vegan diet it is.,
"Wednesday, October 14th, 2015",19:02,me,"During breakfast, I sighed and said ""I wish I could just go back to regular life.""",
"Wednesday, October 14th, 2015",19:02,me,"My mom looked at me and laughed. ""Oh, honey. This IS regular life. Regular life is not when everything is going smoothly. Regular life is when everything goes up and down. Shit happens. You deal with it, then you move on. That's real life.""",
"Wednesday, October 14th, 2015",19:02,positive,Damn. Mom knows her shit.,
"Friday, October 16th, 2015",18:48,negative,"You know what helps make the fear of chemo go away? Medical bills. Ahh, the medical bills. Always so timely, too. ",
"Friday, October 16th, 2015",18:48,me,Is there EVER a good time to get bills? ,
"Friday, October 16th, 2015",18:48,negative,"Welcome to the American healthcare system...where an appointment with a doctor, when he tells me what I already know, costs me $800.",
"Friday, October 16th, 2015",18:48,negative,"So chemo causes emotional pain, mental pain....and financial pain. Lovely.",
"Friday, October 16th, 2015",18:48,positive,"At least you look good bald. My, my, grandma, what a round head you have...",
"Thursday, October 22nd, 2015",21:28,me,Time to update Texting With Cancer,
"Thursday, October 22nd, 2015",21:28,negative,I don't want to. Lazy.,
"Thursday, October 22nd, 2015",21:28,positive,So today's chemo was great. ,
"Thursday, October 22nd, 2015",21:28,positive,I dressed up like a princess. ,
"Thursday, October 22nd, 2015",21:28,positive,"<img src=""img/princess.jpg""></img>",
"Thursday, October 22nd, 2015",21:28,positive,"All the nurses got such a kick out of it. They kept telling me they loved my tiara, and when I was waiting to be picked up, someone shouted ""I LOVE YOUR PURPLE HAIR"" out of his car.",
"Thursday, October 22nd, 2015",21:28,positive,Excited to think about what kind of costume I'll come up with next. :) ,
"Thursday, October 22nd, 2015",21:28,me,"During chemo today, I overheard the guy next to me just starting his first round. Sounds like he's around my age...had his girlfriend and mom next to him.",
"Thursday, October 22nd, 2015",21:28,negative,Ooh boy. They don't know what they're in for.,
"Thursday, October 22nd, 2015",21:28,me,"Man...it's so common now, even in young people...I hope they'll be okay.",
"Friday, October 23rd, 2015",18:25,me,I wonder why this pot gummy hasn't kicked in yet. It's been 3 hours.,
"Friday, October 23rd, 2015",18:25,me,although...I am feeling really....heavy...,
"Friday, October 23rd, 2015",18:25,me,oh. oh my god I think it's kicking in. Why does everything feel like it's 500 lbs?! WHAT IS GOING ON? EVERYTHING IS MELTING. AHHHHHHHH.,
"Friday, October 23rd, 2015",18:25,positive,AHHHHHHHH.,
"Friday, October 23rd, 2015",18:25,negative,AHHHHHHHH.,
"Saturday, October 24th, 2015",9:25,me,WHAT THE FUCK HAPPENED LAST NIGHT?,
"Saturday, October 24th, 2015",9:25,positive,Holy shit I have no idea but we're never doing that again. ,
"Saturday, October 24th, 2015",9:25,me,I feel really weak.,
"Saturday, October 24th, 2015",9:25,negative,"Honey, I don't think that's the pot. I'm pretty sure that's the fucking chemo doing it's fucking shit again.",
"Saturday, October 24th, 2015",9:25,negative,"I don't know how much more of this I can take. The side effects are actually getting better, but I feel more and more like hating myself for putting myself through this.",
"Saturday, October 24th, 2015",9:25,me,I'm gonna barf.,
"Saturday, October 24th, 2015",9:25,positive,Deep breaths. Deeep breaths.,
"Saturday, October 24th, 2015",9:25,me,I'm never leaving this bed. FML. Fuck everything.,
"Saturday, October 24th, 2015",9:25,me,"There have been so many articles popping up lately about overtreatment and overdiagnosis of breast cancer. I'm not even looking for them-- I don't Google, but they always seem to pop up when I'm in a waiting room flipping through magazines or random websites.",
"Saturday, October 24th, 2015",9:25,negative,Oh come on. It wasn't an overdiagnosis. YOU HAD A MASSIVE LUMP.,
"Saturday, October 24th, 2015",9:25,me,"Well, yeah, but overtreatment? I grew up in a hospital, I know how the medical system works. ",
"Saturday, October 24th, 2015",9:25,positive,"Well, the doctor's looking out for you in his own way. But you have a say in your treatment, too, and you have responsibility in knowing how your body works and taking care of yourself. Keep all those things in mind when you read these things. ",
"Sunday, October 25th, 2015",20:46,me,"Fuck. I cried again. Like massively sobbing into a puddle of tears. What's worse is I made my mom cry, too. ",
"Sunday, October 25th, 2015",20:46,negative,Way. to. go.,
"Sunday, October 25th, 2015",20:46,positive,"Hey, hey. Crying is healthy. Makes the nausea go away, too. Maybe the nausea isn't necessarily the chemo, but sometimes it's the pent up emotions that you're not allowing yourself to feel. Crying is okay.",
"Sunday, October 25th, 2015",20:46,negative,I want to die.,
"Sunday, October 25th, 2015",20:46,positive,SHHH SHHH SHHHH. Shhhh don't say that. It's the drugs. Blame it on the drugs. Don't say that.,
"Sunday, October 25th, 2015",20:46,negative,It's not fairrr,
"Sunday, October 25th, 2015",20:46,positive,I know...I know it's not fair...you'll get through this. It'll be okay. ,
"Sunday, October 25th, 2015",20:46,negative,I can see why so many people might just give up trying and would rather die instead. ,
"Tuesday, October 27th, 2015",12:20,me,"I just realized that, despite my taste changes from chemo, my mom's cooking never tastes bad.",
"Tuesday, October 27th, 2015",12:20,positive,"Welcome to the world of actually listening to your body. Mom makes everything organic, makes her own pasta from scratch, cooks almost no meat and uses what she can from our own garden. ",
"Tuesday, October 27th, 2015",12:20,me,The only things that taste bad are eating out and really sweet/salty things.,
"Tuesday, October 27th, 2015",12:20,positive,Your body is telling you what's good for you. ,
"Tuesday, October 27th, 2015",12:20,me,"You know what it's telling me? Despite the side effects being way better than the last two doses, my body's had enough. ",
"Tuesday, October 27th, 2015",12:20,negative,........ehhhhhh...........,
"Tuesday, October 27th, 2015",17:25,me,"I've been watching countless documentarys about food, cancer, treatment, healthcare...and, contrary to popular belief, there are other ways to aid in recovery too.",
"Tuesday, October 27th, 2015",17:25,positive,Prevention and lifestyle changes? That's good.,
"Tuesday, October 27th, 2015",17:25,negative,But you can't change NOW....what will everyone think of you? Such a wimp...what will the doctors and nurses think?,
"Tuesday, October 27th, 2015",17:25,positive,Right now it's about your and your survival. It's not about what other people think. ,
"Tuesday, October 27th, 2015",17:25,me,Right now I want to kill myself because of chemo.,
"Tuesday, October 27th, 2015",17:25,positive,"Whatever decision you make, just make your decision and go for it. Do your research, ask everyone, read, then make your decision. Don't look back, and trust your gut. ",
"Wednesday, October 28th, 2015",0:30,me,Holy shit. I thought the worst was over. But this is definitely the worst pain I've ever been in. ,
"Wednesday, October 28th, 2015",0:30,me,I feel like my body's testing my pain tolerance and seeing how far it can push it before I pass out.,
"Wednesday, October 28th, 2015",0:30,me,"I was in so much pain, holding my stomach that I couldn't even cry because I didn't have the energy. All I could muster was ""i caaahhnnnttt I passsss ouuuuuuttt"" and my dad laid me down on the floor so the blood could rush back to my head. ",
"Wednesday, October 28th, 2015",0:30,me,How do people deal with this kind of pain?,
"Wednesday, October 28th, 2015",0:30,negative,Painkillers.,
"Wednesday, October 28th, 2015",0:30,positive,...which aren't good for you. ,
"Wednesday, October 28th, 2015",0:30,me,Whenever I'm in pain mom and dad walk me through everything my body is doing and why it's reacting like that so I know how to solve the problem instead of try and make it go away. ,
"Wednesday, October 28th, 2015",0:30,positive,"That's the best type of support they can give -- educating you on your health, listening to your body, and teaching you how to naturally let your body heal the way it's supposed to-- the way nature intended. The body really is a miraculous thing...you just have to learn to listen to it.",
"Wednesday, October 28th, 2015",0:30,negative,"In other news, I can't believe you're doing this to her midnight on her BIRTHDAY. What kind of heartless person are you? Jeezus.",
"Wednesday, October 28th, 2015",0:30,me,Fuck...,
"Wednesday, October 28th, 2015",0:30,positive,Pain first. Birthday cake later. You can make it up to her. ,
"Wednesday, October 28th, 2015",0:30,me,Are you kidding me? You can't even get out of bed how are you going to get a cake?,
"Wednesday, October 28th, 2015",0:30,positive,...remember those times your friends offered to help whenever you need it? You might need it.,
"Thursday, October 29th, 2015",18:20,me,So I want to stop chemo.,
"Thursday, October 29th, 2015",18:20,negative,Jeezus Christ. Are you fucking kidding me? No. Just listen to your doctor. Take the easy route.,
"Thursday, October 29th, 2015",18:20,me,"I've been doing my research since day 1. I've asked everyone I know who are experienced doctors, radiologists, oncologists, patients, and researchers. ",
"Thursday, October 29th, 2015",18:20,me,"I've watched countless documentaries and read books about the different pros and cons to the different possibilities that I can take towards dealing with my health. I'm reading The China Study, watched Forks over Knives, Pink Ribbons, Inc., and also heard the success stories of a lot of patients who have gone through chemo/radiation themselves.",
"Thursday, October 29th, 2015",18:20,negative,Of course you have. You have a bias point of view.,
"Thursday, October 29th, 2015",18:20,positive,I've tried to remain objective in my decision making processes. It's why I chose chemo in the first place. ,
"Thursday, October 29th, 2015",18:20,negative,You're not a doctor. Who are you to make this decision?,
"Thursday, October 29th, 2015",18:20,positive,"You're also not a statistic. You're not like a regular patient. You're changing the way you eat, the way you live. Your parents are both extremely successful doctors. Plus, your tumor reacted way, WAY quicker -- the doctors and nurses were even surprised. You're not a typical patient.",
"Thursday, October 29th, 2015",18:20,positive,You know your body better than anyone.,
"Thursday, October 29th, 2015",18:20,me,But what if it comes back?,
"Thursday, October 29th, 2015",18:20,positive,"When do we ever know if it'll come back? People go through the whole 9 yards of surgery, chemo, radiation and it STILL comes back. It's because they don't change anything in their life from when the cancer was created. The cancer developed there for a reason -- you were obviously doing something wrong. ",
"Thursday, October 29th, 2015",18:20,positive,No one ever cares about preventative. ,
"Thursday, October 29th, 2015",18:20,me,I'm so scared...,
"Thursday, October 29th, 2015",18:20,negative,Then listen to your doctor. Stay in chemo.,
"Thursday, October 29th, 2015",18:20,me,But I've never been so adamant about this decision. ,
"Thursday, October 29th, 2015",18:20,me,"I wouldn't advise this route for just anyone. If someone asked me if they should get off chemo, I would never tell them to stop. But I know me. And I know me so well. And I know this is the right choice.",
"Thursday, October 29th, 2015",18:20,me,I've never been so sure of anything in my life.,
"Thursday, October 29th, 2015",18:20,positive,"Well, if you're going to try this, it's going to be risky. If you don't want to do chemo, that means you have to do a LOT more in all other areas in life to make sure you stay healthy and do everything...and I mean EVERYTHING...to prevent it. ",
"Thursday, October 29th, 2015",18:20,negative,I don't know...,
"Thursday, October 29th, 2015",18:20,positive,"You do. You do know. Make your decision, and stand by it.",
"Thursday, October 29th, 2015",18:20,me,"Well, my doctor gave me until my next treatment to think about it. I have to really, really think about it.",
"Friday, October 30th, 2015",11:01,me,I'M GOING BACK TO WORK!,
"Friday, October 30th, 2015",11:01,positive,"Guess who's back, back again
Natty's back, tell a friend
GUESS WHO'S BACK,
GUESS WHO'S BACK,
GUESS WHO'S BACK,
GUESS WHO'S BACK
GUESS WHO'S BACK
GUESS WHO'S BACK...",
"Monday, November 2nd, 2015",11:24,positive,SO. MUCH. LOVE. ,
"Monday, November 2nd, 2015",11:24,me,Didn't really know what to expect when I came back.,
"Monday, November 2nd, 2015",11:24,me,I missed work so much. Who knew. The people especially. ,
"Monday, November 2nd, 2015",11:24,positive,"Amber bought me a bunch of new wigs, and the team ordered a vegan breakfast to accommodate to lil' ol' me. Yowza. Too much love. Can't handle. ",
"Thursday, November 5th, 2015",9:52,me,Dressing well is what gets me through working in an agency full of gorgeous people. ,
"Thursday, November 5th, 2015",9:52,me,It's true -- 72andSunny is known as the model agency because everyone is so good looking.,
"Thursday, November 5th, 2015",9:52,negative,I feel like I have to try so much harder...trying to match hats to my outfit...wear warmer clothes because who knew hair was so insulating...,
"Thursday, November 5th, 2015",9:52,negative,"The silent walk from my car to my desk is the worst. I begin to fall into my tunnel of self loathing, asking myself why I'm back at work, why am I not happy. I start to feel jealous of all my coworkers. They get to have gorgeous, long, dry-bar-blown hair. They get to be happy and do great work where all I get to be is bald, and how I can't go halfway through the day without getting drowsy.",
"Thursday, November 5th, 2015",9:52,positive,You probably shouldn't have listened to that podcast about depression.,
"Thursday, November 5th, 2015",9:52,negative,"I'm trying so hard to be normal again, and being back to work is helping that.",
"Thursday, November 5th, 2015",9:52,positive,"Hey. Newsflash. You're not normal. As much as you want to be, you're sick. You're still recovering. Be okay with being weak and vulnerable. We all go through it. Stop trying to be superman. ",
"Thursday, November 5th, 2015",9:52,positive,"You always liked Batman better, anyways, and lord knows how many dark times he has.",
"Thursday, November 5th, 2015",9:52,negative,I miss my hair so much.,
"Wednesday, November 11th, 2015",21:19,me,"I decided to stay home from work today because I was feeling tired and weak. Going back to work has been great, but I forget that I'm sick and still need to recover.",
"Wednesday, November 11th, 2015",21:19,me,"You know what's made it all better, though?",
"Wednesday, November 11th, 2015",21:19,me,Medical bills.,
"Wednesday, November 11th, 2015",21:19,negative,Just kidding they are the fucking worst.,
"Wednesday, November 11th, 2015",21:19,negative,I feel like drowning into a puddle and crying as I see my life savings just drain out because of all the expenses I had during the time I wasn't working.,
"Wednesday, November 11th, 2015",21:19,me,How could I not go back to work? ,
"Wednesday, November 11th, 2015",21:19,negative,There goes your trip to Europe.,
"Wednesday, November 11th, 2015",21:19,negative,Looks like you won't be seeing Paris for a really long time.,
"Sunday, November 15th, 2015",20:10,me,Sometimes I think about dating. ,
"Sunday, November 15th, 2015",20:10,negative,And then remember that no guy's going to want to date a bald girl.,
"Sunday, November 15th, 2015",20:10,negative,"Either that, or you'll attract them with your flamboyantly colored hair and they'll realize you're bald and think everything's a lie.",
"Sunday, November 15th, 2015",20:10,positive,You don't want to date guys like that anyways.,
"Sunday, November 15th, 2015",20:10,negative,"Yeah....says everyone ever. You can say that but you know deep down that it's just life, and you're just going to have to wait.",
"Sunday, November 15th, 2015",20:10,positive,Why worry so much about it anyways? You never used to think about it when you HAD hair. What makes this any difference? You have plenty of other things to worry yourself about for now. ,
"Sunday, November 15th, 2015",20:10,me,...right.,
"Friday, November 20th, 2015",21:36,me,I thought I was done with crying when I decided to stop chemo.,
"Friday, November 20th, 2015",21:36,me,"The surmounting stress of everything else in life -- work, medical bills, family, future...worry-- it all adds up and I remember what led to my sickness in the first place. ",
"Friday, November 20th, 2015",21:36,me,I got into a fight with my parents because I procrastinated some family responsibilities. It was a long day at work and my body was exhausted and all I wanted to do was go home and sleep....but I got home and was met with these responbilities that I just wanted to forget.,
"Friday, November 20th, 2015",21:36,negative,It's frustrating to not have the energy I once had to stay awake and get things done. I feel tired so quickly.,
"Friday, November 20th, 2015",21:36,negative,"But even more interestingly is when I think about all of this stress...it ENDS with ""and oh yeah I have cancer"", it doesn't begin with it. Like it's now an annoyingly naggy thing that won't go away no matter how much I shake it.",
"Friday, November 20th, 2015",21:36,negative,"Anyways, I got so frustrated that I went out on a drive, went to Renee's house and cried. A lot. Crying about the fact that all this annoying life shit won't go away even though I have cancer. ",
"Friday, November 20th, 2015",21:36,negative,"amd crying that even though, 99% of the time I put on a strong face and wear awesome wigs and do awesome art projects...I still fucking hate waking up every morning bald. And I still fucking hate being tired. And fucking hate not being able to eat what I want. And hate that people that I barely ever talked to feel like they need to ask me how I'm doing and look at me with sympathy. And it makes me feel weak.",
"Friday, November 20th, 2015",21:36,positive,Guess what?,
"Friday, November 20th, 2015",21:36,positive,YOU'RE HUMAN.,
"Friday, November 20th, 2015",21:36,positive,DEAL WITH IT.,
"Friday, November 20th, 2015",21:36,positive,"I'm pretty sure EVERYONE, and I mean EVERYONE, has dealt with crying in their car. Feeling weak. It's just that no one INSTAGRAMS themselves crying (except Kim Kardashian...I think.)",
"Friday, November 20th, 2015",21:36,positive,You're allowed to feel things. Huzzah. You are not a robot. Congratulations. ,
"Friday, November 20th, 2015",21:36,positive,You're dealing with everything just fine. ,
"Friday, November 20th, 2015",10:03,negative,You know what's great?,
"Friday, November 20th, 2015",10:03,negative,"I filed for disability back in August, it never got approved until October, and they still have paid me nothing. ",
"Friday, November 20th, 2015",10:03,positive,I'm lucky that I have savings to keep me going...,
"Friday, November 20th, 2015",10:03,negative,"But this is ridiculous. I've spent the whole morning on the phone and I still can't get to a real person. I wasn't able to work for 3 months, medical bills are coming in, and apparently having cancer is not enough disability...so that's cool.",
"Friday, November 20th, 2015",10:03,positive,Could be worse.,
"Friday, November 20th, 2015",10:03,positive,"Come on, your situation is pretty good. Had it been anyone else, it might have been the end of them...not even that...don't be a princess.",
"Friday, November 20th, 2015",10:03,negative,Really? Really? Calling me a PRINCESS is supposed to make me feel better?,
"Friday, November 20th, 2015",10:03,positive,Deep breaths. Deeeeeeeep breaths. It's not the end of the world. ,
"Thursday, November 26th, 2015",21:06,me,Ah gad. Thanksgiving. So much food. Too much food. I thought being a vegan was supposed to prevent this from happening.,
"Thursday, November 26th, 2015",21:06,me,"Once I put on my wig, dress nice and slap on some makeup...I feel (relatively) normal that I sometimes forget that I'm still recovering.",
"Thursday, November 26th, 2015",21:06,me,"Started washing the dishes with the family when all of a sudden I almost fainted. Too much blood rushing to my stomache, not enough for my head.",
"Thursday, November 26th, 2015",21:06,me,Phew.,
"Thursday, November 26th, 2015",21:06,positive,"Thankful to be alive, though. It's been a good year.",
"Thursday, December 3rd, 2015",22:52,me,"I finally got myself a new diary book. (Had to get a fancy German notebook that lies flat, obviously. What kind of notebook hobo do you think I am?! ...do I think I am?)",
